timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
102.00;0.00;0.00;0.00;0.00;0.00;194.14;HBEFA3/PC_G_EU4;0.00;0.00;41;766761483#4_0;62.34;77.42;!41;13.12;DEFAULT_VEHTYPE;0.00;442.34;140.00
102.00;0.00;2268.99;0.00;0.64;0.01;192.96;HBEFA3/PC_G_EU4;0.00;723.71;45;766761483#4_0;65.38;31.09;!45;15.22;DEFAULT_VEHTYPE;0.00;453.02;185.08
103.00;13.44;3120.18;0.13;1.09;0.03;194.14;HBEFA3/PC_G_EU4;0.00;995.20;41;766761483#4_0;64.79;90.78;!41;13.36;DEFAULT_VEHTYPE;0.00;439.08;127.05
103.00;0.00;2048.28;0.00;0.54;0.00;192.75;HBEFA3/PC_G_EU4;0.00;653.32;45;766761483#4_0;65.20;46.21;!45;15.12;DEFAULT_VEHTYPE;0.00;449.68;170.34
104.00;0.00;0.00;0.00;0.00;0.00;202.66;HBEFA3/PC_G_EU4;0.00;0.00;41;766761483#4_0;62.86;103.68;!41;12.90;DEFAULT_VEHTYPE;0.00;434.29;115.09
104.00;57.50;5941.71;0.40;2.35;0.10;193.80;HBEFA3/PC_G_EU4;0.00;1895.12;45;766761483#4_0;68.03;62.15;!45;15.93;DEFAULT_VEHTYPE;0.00;446.08;154.82
105.00;7.32;2717.66;0.09;0.90;0.02;202.66;HBEFA3/PC_G_EU4;0.00;866.82;41;766761483#4_0;64.29;116.71;!41;13.03;DEFAULT_VEHTYPE;0.00;429.27;103.07
105.00;0.00;2417.64;0.00;0.69;0.01;194.14;HBEFA3/PC_G_EU4;0.00;771.12;45;766761483#4_0;65.88;78.05;!45;15.90;DEFAULT_VEHTYPE;0.00;442.19;139.40
106.00;68.16;5980.25;0.45;2.42;0.11;203.31;HBEFA3/PC_G_EU4;0.00;1907.41;41;766761483#4_0;67.46;130.73;!41;14.02;DEFAULT_VEHTYPE;0.00;423.77;90.17
106.00;0.00;0.00;0.00;0.00;0.00;196.36;HBEFA3/PC_G_EU4;0.00;0.00;45;766761483#4_0;64.38;93.32;!45;15.27;DEFAULT_VEHTYPE;0.00;438.28;124.65
107.00;0.00;0.00;0.00;0.00;0.00;203.31;HBEFA3/PC_G_EU4;0.00;0.00;41;766761483#4_0;63.15;144.20;!41;13.48;DEFAULT_VEHTYPE;0.00;418.44;77.79
107.00;0.00;2012.73;0.00;0.52;0.00;202.66;HBEFA3/PC_G_EU4;0.00;641.98;45;766761483#4_0;65.21;108.48;!45;15.16;DEFAULT_VEHTYPE;0.00;432.44;110.66
108.00;1.81;2620.74;0.07;0.84;0.02;204.07;HBEFA3/PC_G_EU4;0.00;835.90;41;766761483#4_0;64.55;157.77;!41;13.56;DEFAULT_VEHTYPE;0.00;413.01;65.36
108.00;70.10;6591.19;0.48;2.66;0.12;203.04;HBEFA3/PC_G_EU4;0.00;2102.27;45;766761483#4_0;68.56;124.60;!45;16.12;DEFAULT_VEHTYPE;0.00;426.20;95.80
109.00;0.80;2595.88;0.06;0.83;0.02;204.07;HBEFA3/PC_G_EU4;0.00;827.98;41;766761483#4_0;64.58;171.41;!41;13.64;DEFAULT_VEHTYPE;0.00;407.45;52.90
109.00;0.00;3031.36;0.05;0.97;0.03;203.31;HBEFA3/PC_G_EU4;0.00;966.87;45;766761483#4_0;66.38;140.82;!45;16.22;DEFAULT_VEHTYPE;0.00;419.78;80.90
110.00;0.00;0.00;0.00;0.00;0.00;203.91;HBEFA3/PC_G_EU4;0.00;0.00;45;766761483#4_0;65.16;156.65;!45;15.83;DEFAULT_VEHTYPE;0.00;413.47;66.38
111.00;0.00;1998.60;0.00;0.50;0.00;204.07;HBEFA3/PC_G_EU4;0.00;637.47;45;766761483#4_0;65.55;172.35;!45;15.70;DEFAULT_VEHTYPE;0.00;407.07;52.05
