timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
64.00;13.62;2041.45;0.11;0.65;0.01;156.72;HBEFA3/PC_G_EU4;0.00;651.15;28;:572667_0_0;62.02;3.60;!28;10.46;DEFAULT_VEHTYPE;0.00;476.55;400.53
64.00;0.00;0.00;0.00;0.00;0.00;155.32;HBEFA3/PC_G_EU4;0.00;0.00;29;24254277#4_0;59.13;8.71;!29;10.22;DEFAULT_VEHTYPE;0.00;468.24;419.09
64.00;23.18;3159.11;0.18;1.14;0.04;193.21;HBEFA3/PC_G_EU4;0.00;1007.62;31;766761483#3_0;64.12;14.89;!31;12.09;DEFAULT_VEHTYPE;0.00;462.42;224.86
64.00;34.93;3511.97;0.24;1.32;0.05;157.59;HBEFA3/PC_G_EU4;0.00;1120.16;33;24254277#3_0;64.17;24.50;!33;11.51;DEFAULT_VEHTYPE;0.00;460.34;437.00
64.00;1.54;1466.14;0.04;0.38;0.00;154.81;HBEFA3/PC_G_EU4;0.00;467.65;34;24254277#3_0;61.47;3.66;!34;10.48;DEFAULT_VEHTYPE;0.00;452.39;456.25
64.00;25.77;2882.85;0.18;1.03;0.03;155.09;HBEFA3/PC_G_EU4;0.00;919.51;35;24254277#2_0;63.27;63.75;!35;11.05;DEFAULT_VEHTYPE;0.00;443.66;475.16
64.00;0.00;1383.94;0.00;0.26;0.00;149.66;HBEFA3/PC_G_EU4;0.00;441.43;39;24254277#2_0;63.79;38.53;!39;13.61;DEFAULT_VEHTYPE;0.00;431.69;497.33
64.00;150.86;3951.11;0.78;1.76;0.09;150.44;HBEFA3/PC_G_EU4;0.00;1260.26;41;24254277#2_0;67.79;7.58;!41;2.48;DEFAULT_VEHTYPE;0.00;415.87;523.94
64.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;44;24254277#0_0;62.68;140.25;!44;12.35;DEFAULT_VEHTYPE;0.00;404.43;545.21
64.00;57.44;6029.40;0.41;2.38;0.11;151.18;HBEFA3/PC_G_EU4;0.00;1923.08;45;24254277#0_0;68.25;106.46;!45;16.38;DEFAULT_VEHTYPE;0.00;388.46;574.98
64.00;0.00;0.00;0.00;0.00;0.00;150.60;HBEFA3/PC_G_EU4;0.00;0.00;47;24254277#0_0;62.03;60.47;!47;11.96;DEFAULT_VEHTYPE;0.00;365.93;615.07
64.00;0.00;1795.73;0.00;0.45;0.00;203.31;HBEFA3/PC_G_EU4;0.00;572.77;49;766761483#4_0;64.08;144.08;!49;13.67;DEFAULT_VEHTYPE;0.00;418.49;77.91
65.00;24.56;3560.32;0.19;1.30;0.04;186.56;HBEFA3/PC_G_EU4;0.00;1135.58;26;24254277#11_0;64.97;6.44;!26;13.04;DEFAULT_VEHTYPE;0.00;473.68;279.78
65.00;67.11;5039.06;0.42;2.04;0.09;174.37;HBEFA3/PC_G_EU4;0.00;1607.23;28;24254277#6_0;65.84;9.74;!28;11.42;DEFAULT_VEHTYPE;0.00;478.99;389.45
65.00;24.00;2502.29;0.16;0.87;0.02;155.62;HBEFA3/PC_G_EU4;0.00;798.13;29;24254277#5_0;62.45;1.07;!29;10.36;DEFAULT_VEHTYPE;0.00;472.53;409.66
65.00;1.25;2079.37;0.05;0.63;0.01;193.31;HBEFA3/PC_G_EU4;0.00;663.24;31;766761483#4_0;63.16;2.27;!31;12.05;DEFAULT_VEHTYPE;0.00;459.66;213.13
65.00;0.00;0.00;0.00;0.00;0.00;156.56;HBEFA3/PC_G_EU4;0.00;0.00;33;:572666_0_0;60.01;6.68;!33;10.58;DEFAULT_VEHTYPE;0.00;464.49;427.26
65.00;78.89;5697.81;0.49;2.35;0.10;157.59;HBEFA3/PC_G_EU4;0.00;1817.33;34;24254277#3_0;66.67;15.30;!34;11.64;DEFAULT_VEHTYPE;0.00;456.84;445.49
65.00;6.62;1920.19;0.07;0.58;0.01;155.09;HBEFA3/PC_G_EU4;0.00;612.47;35;24254277#2_0;62.27;74.72;!35;10.97;DEFAULT_VEHTYPE;0.00;448.28;465.21
65.00;0.00;0.00;0.00;0.00;0.00;149.69;HBEFA3/PC_G_EU4;0.00;0.00;39;24254277#2_0;61.39;51.00;!39;12.46;DEFAULT_VEHTYPE;0.00;437.98;486.57
65.00;126.65;3944.42;0.67;1.72;0.08;149.13;HBEFA3/PC_G_EU4;0.00;1258.12;41;24254277#2_0;64.68;11.67;!41;4.09;DEFAULT_VEHTYPE;0.00;417.98;520.44
65.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;44;24254277#0_0;57.22;149.99;!44;9.74;DEFAULT_VEHTYPE;0.00;409.04;536.63
65.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#0_0;63.61;121.64;!45;15.18;DEFAULT_VEHTYPE;0.00;395.64;561.60
65.00;10.04;2510.23;0.10;0.83;0.02;150.60;HBEFA3/PC_G_EU4;0.00;800.66;47;24254277#0_0;63.53;72.53;!47;12.06;DEFAULT_VEHTYPE;0.00;371.85;604.57
65.00;0.00;0.00;0.00;0.00;0.00;204.02;HBEFA3/PC_G_EU4;0.00;0.00;49;766761483#4_0;63.32;157.37;!49;13.29;DEFAULT_VEHTYPE;0.00;413.18;65.73
66.00;0.00;2137.07;0.03;0.63;0.01;191.02;HBEFA3/PC_G_EU4;0.00;681.64;26;:572673_0_0;63.85;0.62;!26;13.01;DEFAULT_VEHTYPE;0.00;472.00;267.00
66.00;0.00;0.00;0.00;0.00;0.00;176.06;HBEFA3/PC_G_EU4;0.00;0.00;28;24254277#6_0;61.72;20.83;!28;11.09;DEFAULT_VEHTYPE;0.00;479.75;378.38
66.00;89.82;6247.98;0.56;2.60;0.12;158.72;HBEFA3/PC_G_EU4;0.00;1992.81;29;24254277#6_0;67.35;0.03;!29;11.69;DEFAULT_VEHTYPE;0.00;477.09;398.91
66.00;0.00;1769.58;0.02;0.48;0.00;193.38;HBEFA3/PC_G_EU4;0.00;564.43;31;766761483#4_0;62.82;14.18;!31;11.91;DEFAULT_VEHTYPE;0.00;456.90;201.55
66.00;21.76;2552.29;0.16;0.88;0.02;155.32;HBEFA3/PC_G_EU4;0.00;814.08;33;24254277#4_0;62.73;10.44;!33;10.73;DEFAULT_VEHTYPE;0.00;468.96;417.51
66.00;62.47;4990.02;0.40;2.01;0.08;155.54;HBEFA3/PC_G_EU4;0.00;1591.58;35;24254277#3_0;65.90;5.68;!35;11.88;DEFAULT_VEHTYPE;0.00;453.17;454.39
66.00;2.17;2280.02;0.06;0.71;0.01;155.09;HBEFA3/PC_G_EU4;0.00;727.23;39;24254277#2_0;63.61;63.48;!39;12.48;DEFAULT_VEHTYPE;0.00;443.54;475.41
66.00;117.83;4601.75;0.64;1.98;0.09;148.86;HBEFA3/PC_G_EU4;0.00;1467.76;41;24254277#2_0;65.57;17.40;!41;5.74;DEFAULT_VEHTYPE;0.00;420.95;515.53
66.00;0.00;0.00;0.00;0.00;0.00;153.44;HBEFA3/PC_G_EU4;0.00;0.00;44;24254277#2_0;54.08;0.33;!44;7.27;DEFAULT_VEHTYPE;0.00;412.29;530.24
66.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#0_0;60.90;134.58;!45;12.94;DEFAULT_VEHTYPE;0.00;401.75;550.20
66.00;0.00;0.00;0.00;0.00;0.00;150.60;HBEFA3/PC_G_EU4;0.00;0.00;47;24254277#0_0;62.02;84.19;!47;11.66;DEFAULT_VEHTYPE;0.00;377.57;594.41
66.00;31.79;4147.33;0.24;1.56;0.06;204.07;HBEFA3/PC_G_EU4;0.00;1322.81;49;766761483#4_0;65.82;171.16;!49;13.80;DEFAULT_VEHTYPE;0.00;407.55;53.13
67.00;24.15;3653.17;0.19;1.34;0.05;192.73;HBEFA3/PC_G_EU4;0.00;1165.20;26;766761483#2_0;65.23;8.97;!26;13.40;DEFAULT_VEHTYPE;0.00;469.14;253.92
67.00;10.04;2132.80;0.09;0.68;0.01;175.54;HBEFA3/PC_G_EU4;0.00;680.28;28;:572669_0_0;62.55;4.57;!28;11.09;DEFAULT_VEHTYPE;0.00;480.56;367.32
67.00;0.00;0.00;0.00;0.00;0.00;176.06;HBEFA3/PC_G_EU4;0.00;0.00;29;24254277#6_0;61.49;11.24;!29;11.22;DEFAULT_VEHTYPE;0.00;479.09;387.95
67.00;55.42;4952.23;0.37;1.97;0.08;193.38;HBEFA3/PC_G_EU4;0.00;1579.53;31;766761483#4_0;66.11;26.91;!31;12.73;DEFAULT_VEHTYPE;0.00;453.95;189.16
67.00;68.39;5217.75;0.43;2.12;0.09;155.74;HBEFA3/PC_G_EU4;0.00;1664.22;33;24254277#5_0;66.12;4.17;!33;11.72;DEFAULT_VEHTYPE;0.00;473.80;406.84
67.00;136.60;9238.71;0.84;3.96;0.19;157.59;HBEFA3/PC_G_EU4;0.00;2946.69;35;24254277#3_0;70.71;19.48;!35;13.80;DEFAULT_VEHTYPE;0.00;458.43;441.63
67.00;22.71;3396.05;0.18;1.23;0.04;155.27;HBEFA3/PC_G_EU4;0.00;1083.19;39;24254277#2_0;64.72;76.30;!39;12.82;DEFAULT_VEHTYPE;0.00;448.93;463.78
67.00;105.39;4878.58;0.59;2.07;0.09;149.27;HBEFA3/PC_G_EU4;0.00;1556.05;41;24254277#2_0;65.57;24.62;!41;7.22;DEFAULT_VEHTYPE;0.00;424.65;509.33
67.00;0.00;0.00;0.00;0.00;0.00;150.46;HBEFA3/PC_G_EU4;0.00;0.00;44;24254277#2_0;56.57;6.80;!44;6.47;DEFAULT_VEHTYPE;0.00;415.48;524.61
67.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#0_0;57.15;144.43;!45;9.85;DEFAULT_VEHTYPE;0.00;406.41;541.52
67.00;0.00;1419.82;0.00;0.33;0.00;150.60;HBEFA3/PC_G_EU4;0.00;452.88;47;24254277#0_0;62.16;95.60;!47;11.41;DEFAULT_VEHTYPE;0.00;383.17;584.47
68.00;0.00;0.00;0.00;0.00;0.00;192.89;HBEFA3/PC_G_EU4;0.00;0.00;26;:572674_0_0;62.46;2.85;!26;12.77;DEFAULT_VEHTYPE;0.00;466.31;241.46
68.00;4.92;1839.75;0.06;0.54;0.00;175.67;HBEFA3/PC_G_EU4;0.00;586.81;28;:572670_0_0;62.20;2.55;!28;10.98;DEFAULT_VEHTYPE;0.00;481.47;356.38
68.00;30.72;3342.26;0.22;1.23;0.04;176.06;HBEFA3/PC_G_EU4;0.00;1066.03;29;24254277#6_0;64.04;22.84;!29;11.60;DEFAULT_VEHTYPE;0.00;479.89;376.37
68.00;0.00;0.00;0.00;0.00;0.00;192.75;HBEFA3/PC_G_EU4;0.00;0.00;31;766761483#4_0;61.69;38.93;!31;12.02;DEFAULT_VEHTYPE;0.00;451.29;177.44
68.00;0.00;0.00;0.00;0.00;0.00;161.90;HBEFA3/PC_G_EU4;0.00;0.00;33;24254277#6_0;61.63;2.72;!33;11.28;DEFAULT_VEHTYPE;0.00;477.90;396.34
68.00;137.88;9769.39;0.86;4.17;0.20;156.56;HBEFA3/PC_G_EU4;0.00;3115.94;35;:572666_0_0;71.12;6.67;!35;15.59;DEFAULT_VEHTYPE;0.00;464.48;427.27
68.00;80.44;6564.10;0.52;2.70;0.12;157.59;HBEFA3/PC_G_EU4;0.00;2093.63;39;24254277#3_0;67.99;9.36;!39;13.98;DEFAULT_VEHTYPE;0.00;454.57;450.99
68.00;138.36;7649.82;0.81;3.32;0.16;149.58;HBEFA3/PC_G_EU4;0.00;2439.92;41;24254277#2_0;69.89;34.08;!41;9.47;DEFAULT_VEHTYPE;0.00;429.44;501.17
68.00;109.57;5576.68;0.63;2.38;0.11;148.86;HBEFA3/PC_G_EU4;0.00;1778.71;44;24254277#2_0;66.72;14.92;!44;8.12;DEFAULT_VEHTYPE;0.00;419.67;517.65
68.00;0.00;0.00;0.00;0.00;0.00;152.31;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#1_0;58.66;1.18;!45;8.98;DEFAULT_VEHTYPE;0.00;410.61;533.59
68.00;33.88;3596.14;0.24;1.35;0.05;151.42;HBEFA3/PC_G_EU4;0.00;1147.01;47;24254277#0_0;64.42;107.46;!47;11.86;DEFAULT_VEHTYPE;0.00;388.93;574.10
69.00;40.12;4425.29;0.29;1.70;0.07;193.21;HBEFA3/PC_G_EU4;0.00;1411.46;26;766761483#3_0;65.87;11.21;!26;13.38;DEFAULT_VEHTYPE;0.00;463.26;228.44
69.00;0.00;1504.36;0.03;0.39;0.00;178.45;HBEFA3/PC_G_EU4;0.00;479.84;28;24254277#8_0;61.72;8.19;!28;10.75;DEFAULT_VEHTYPE;0.00;481.85;345.64
69.00;63.08;5400.50;0.41;2.17;0.09;192.75;HBEFA3/PC_G_EU4;0.00;1722.50;31;766761483#4_0;66.62;51.88;!31;12.95;DEFAULT_VEHTYPE;0.00;448.43;164.81
69.00;27.49;3192.09;0.20;1.16;0.04;176.06;HBEFA3/PC_G_EU4;0.00;1018.14;33;24254277#6_0;63.90;14.34;!33;11.62;DEFAULT_VEHTYPE;0.00;479.31;384.86
69.00;0.00;0.00;0.00;0.00;0.00;155.41;HBEFA3/PC_G_EU4;0.00;0.00;35;:672944232_0_0;63.34;1.66;!35;14.58;DEFAULT_VEHTYPE;0.00;470.56;414.02
69.00;105.73;8163.70;0.68;3.42;0.16;157.59;HBEFA3/PC_G_EU4;0.00;2603.81;39;24254277#3_0;69.67;24.75;!39;15.39;DEFAULT_VEHTYPE;0.00;460.44;436.76
69.00;130.95;8158.84;0.79;3.51;0.17;149.69;HBEFA3/PC_G_EU4;0.00;2602.27;41;24254277#2_0;69.85;45.55;!41;11.47;DEFAULT_VEHTYPE;0.00;435.23;491.27
69.00;104.31;6107.57;0.62;2.59;0.12;149.27;HBEFA3/PC_G_EU4;0.00;1948.03;44;24254277#2_0;67.26;24.62;!44;9.70;DEFAULT_VEHTYPE;0.00;424.65;509.33
69.00;42.06;2897.51;0.26;1.08;0.03;150.46;HBEFA3/PC_G_EU4;0.00;924.19;45;24254277#2_0;62.34;5.79;!45;9.31;DEFAULT_VEHTYPE;0.00;414.99;525.49
69.00;0.00;0.00;0.00;0.00;0.00;151.78;HBEFA3/PC_G_EU4;0.00;0.00;47;24254277#0_0;61.34;118.75;!47;11.29;DEFAULT_VEHTYPE;0.00;394.27;564.15
70.00;0.00;0.00;0.00;0.00;0.00;193.25;HBEFA3/PC_G_EU4;0.00;0.00;26;:572675_0_0;61.25;3.82;!26;12.27;DEFAULT_VEHTYPE;0.00;460.45;216.50
70.00;9.54;1940.83;0.08;0.60;0.01;179.62;HBEFA3/PC_G_EU4;0.00;619.06;28;:300163116_0_0;62.08;3.30;!28;10.68;DEFAULT_VEHTYPE;0.00;482.04;334.96
70.00;0.00;2132.76;0.03;0.63;0.01;194.14;HBEFA3/PC_G_EU4;0.00;680.27;31;766761483#4_0;63.79;64.79;!31;12.91;DEFAULT_VEHTYPE;0.00;445.43;152.25
70.00;39.03;3960.21;0.27;1.51;0.06;176.06;HBEFA3/PC_G_EU4;0.00;1263.13;33;24254277#6_0;64.92;26.51;!33;12.17;DEFAULT_VEHTYPE;0.00;480.14;372.71
70.00;4.88;3107.87;0.09;1.05;0.03;156.71;HBEFA3/PC_G_EU4;0.00;991.27;35;:572667_0_0;65.58;3.59;!35;14.75;DEFAULT_VEHTYPE;0.00;476.55;400.54
70.00;182.20;11507.56;1.11;5.03;0.25;154.99;HBEFA3/PC_G_EU4;0.00;3670.33;41;24254277#2_0;73.18;59.54;!41;13.98;DEFAULT_VEHTYPE;0.00;441.88;478.98
70.00;122.03;7760.09;0.74;3.32;0.16;149.61;HBEFA3/PC_G_EU4;0.00;2475.09;44;24254277#2_0;69.30;36.18;!44;11.56;DEFAULT_VEHTYPE;0.00;430.50;499.36
70.00;27.33;2202.78;0.17;0.75;0.02;148.86;HBEFA3/PC_G_EU4;0.00;702.61;45;24254277#2_0;61.44;15.14;!45;9.35;DEFAULT_VEHTYPE;0.00;419.78;517.46
70.00;42.27;4009.06;0.29;1.54;0.06;151.78;HBEFA3/PC_G_EU4;0.00;1278.71;47;24254277#0_0;64.85;130.63;!47;11.88;DEFAULT_VEHTYPE;0.00;399.89;553.68
71.00;81.98;6481.36;0.53;2.67;0.12;193.38;HBEFA3/PC_G_EU4;0.00;2067.24;26;766761483#4_0;67.81;12.27;!26;13.46;DEFAULT_VEHTYPE;0.00;457.34;203.41
71.00;0.00;0.00;0.00;0.00;0.00;181.91;HBEFA3/PC_G_EU4;0.00;0.00;28;24254277#9_0;60.77;8.44;!28;10.24;DEFAULT_VEHTYPE;0.00;481.75;324.72
71.00;0.00;0.00;0.00;0.00;0.00;194.14;HBEFA3/PC_G_EU4;0.00;0.00;31;766761483#4_0;61.34;76.80;!31;12.01;DEFAULT_VEHTYPE;0.00;442.50;140.60
71.00;27.52;3543.58;0.21;1.31;0.04;174.78;HBEFA3/PC_G_EU4;0.00;1130.25;33;24254277#7_0;64.72;6.76;!33;12.57;DEFAULT_VEHTYPE;0.00;481.21;360.19
71.00;0.00;0.00;0.00;0.00;0.00;176.06;HBEFA3/PC_G_EU4;0.00;0.00;35;24254277#6_0;63.91;12.59;!35;14.29;DEFAULT_VEHTYPE;0.00;479.19;386.60
71.00;5.00;2946.82;0.09;0.98;0.03;155.09;HBEFA3/PC_G_EU4;0.00;939.91;41;24254277#2_0;65.12;73.68;!41;14.14;DEFAULT_VEHTYPE;0.00;447.84;466.16
71.00;76.91;5983.06;0.49;2.45;0.11;149.69;HBEFA3/PC_G_EU4;0.00;1908.31;44;24254277#2_0;67.16;48.87;!44;12.69;DEFAULT_VEHTYPE;0.00;436.91;488.41
71.00;124.28;7750.70;0.75;3.32;0.16;149.53;HBEFA3/PC_G_EU4;0.00;2472.09;45;24254277#2_0;69.35;26.40;!45;11.26;DEFAULT_VEHTYPE;0.00;425.55;507.80
71.00;29.90;3562.76;0.22;1.32;0.05;151.78;HBEFA3/PC_G_EU4;0.00;1136.36;47;24254277#0_0;64.60;142.93;!47;12.30;DEFAULT_VEHTYPE;0.00;405.70;542.85
72.00;0.00;0.00;0.00;0.00;0.00;193.38;HBEFA3/PC_G_EU4;0.00;0.00;26;766761483#4_0;62.91;25.26;!26;12.99;DEFAULT_VEHTYPE;0.00;454.34;190.77
72.00;55.99;4330.47;0.36;1.72;0.07;188.38;HBEFA3/PC_G_EU4;0.00;1381.22;28;24254277#9_0;64.88;19.45;!28;11.00;DEFAULT_VEHTYPE;0.00;480.51;313.80
72.00;53.85;4902.61;0.36;1.94;0.08;194.14;HBEFA3/PC_G_EU4;0.00;1563.70;31;766761483#4_0;66.09;89.61;!31;12.80;DEFAULT_VEHTYPE;0.00;439.37;128.19
72.00;0.00;0.00;0.00;0.00;0.00;178.45;HBEFA3/PC_G_EU4;0.00;0.00;33;24254277#8_0;61.09;5.30;!33;11.68;DEFAULT_VEHTYPE;0.00;481.77;348.52
72.00;0.00;2701.08;0.05;0.86;0.02;176.06;HBEFA3/PC_G_EU4;0.00;861.53;35;24254277#6_0;65.10;26.97;!35;14.37;DEFAULT_VEHTYPE;0.00;480.17;372.25
72.00;0.00;2239.70;0.01;0.65;0.01;156.29;HBEFA3/PC_G_EU4;0.00;714.37;41;24254277#3_0;64.65;6.87;!41;14.11;DEFAULT_VEHTYPE;0.00;453.62;453.29
72.00;40.23;4403.67;0.29;1.69;0.07;155.09;HBEFA3/PC_G_EU4;0.00;1404.57;44;24254277#2_0;65.81;62.17;!44;13.30;DEFAULT_VEHTYPE;0.00;442.99;476.60
72.00;112.70;7794.51;0.70;3.30;0.16;149.67;HBEFA3/PC_G_EU4;0.00;2486.07;45;24254277#2_0;69.18;39.31;!45;12.90;DEFAULT_VEHTYPE;0.00;432.08;496.66
72.00;1.71;2190.69;0.06;0.67;0.01;152.99;HBEFA3/PC_G_EU4;0.00;698.75;47;24254277#1_0;63.41;2.99;!47;12.29;DEFAULT_VEHTYPE;0.00;411.42;531.97
73.00;28.18;3861.46;0.22;1.43;0.05;192.75;HBEFA3/PC_G_EU4;0.00;1231.63;26;766761483#4_0;65.42;38.69;!26;13.43;DEFAULT_VEHTYPE;0.00;451.34;177.67
73.00;16.96;2481.25;0.13;0.84;0.02;194.02;HBEFA3/PC_G_EU4;0.00;791.42;28;24254277#10_0;62.90;2.53;!28;11.12;DEFAULT_VEHTYPE;0.00;478.36;302.91
73.00;0.00;1386.09;0.00;0.29;0.00;202.66;HBEFA3/PC_G_EU4;0.00;442.12;31;766761483#4_0;63.01;102.15;!31;12.55;DEFAULT_VEHTYPE;0.00;434.88;116.50
73.00;46.48;4389.32;0.31;1.71;0.07;179.19;HBEFA3/PC_G_EU4;0.00;1399.99;33;:300163116_0_0;65.42;2.09;!33;12.36;DEFAULT_VEHTYPE;0.00;482.04;336.17
73.00;0.00;0.00;0.00;0.00;0.00;174.78;HBEFA3/PC_G_EU4;0.00;0.00;35;24254277#7_0;61.39;7.53;!35;12.89;DEFAULT_VEHTYPE;0.00;481.28;359.42
73.00;0.00;2120.72;0.00;0.60;0.01;157.59;HBEFA3/PC_G_EU4;0.00;676.42;41;24254277#3_0;64.54;20.91;!41;14.05;DEFAULT_VEHTYPE;0.00;458.98;440.31
73.00;8.03;2892.59;0.10;0.98;0.03;155.15;HBEFA3/PC_G_EU4;0.00;922.61;44;24254277#2_0;64.69;75.64;!44;13.47;DEFAULT_VEHTYPE;0.00;448.66;464.38
73.00;22.09;3509.85;0.18;1.27;0.04;149.69;HBEFA3/PC_G_EU4;0.00;1119.49;45;24254277#2_0;65.04;52.56;!45;13.26;DEFAULT_VEHTYPE;0.00;438.77;485.22
73.00;0.00;0.00;0.00;0.00;0.00;149.63;HBEFA3/PC_G_EU4;0.00;0.00;47;24254277#2_0;61.98;10.11;!47;11.82;DEFAULT_VEHTYPE;0.00;417.18;521.77
74.00;0.00;0.00;0.00;0.00;0.00;192.75;HBEFA3/PC_G_EU4;0.00;0.00;26;766761483#4_0;63.01;51.70;!26;13.01;DEFAULT_VEHTYPE;0.00;448.47;164.98
74.00;7.67;2009.87;0.08;0.62;0.01;194.33;HBEFA3/PC_G_EU4;0.00;641.08;28;24254277#10_0;62.42;13.60;!28;11.07;DEFAULT_VEHTYPE;0.00;475.62;292.19
74.00;35.14;4084.77;0.25;1.55;0.06;202.66;HBEFA3/PC_G_EU4;0.00;1302.86;31;766761483#4_0;65.44;115.23;!31;13.08;DEFAULT_VEHTYPE;0.00;429.84;104.43
74.00;1.64;2210.18;0.06;0.68;0.01;181.91;HBEFA3/PC_G_EU4;0.00;704.96;33;24254277#9_0;63.47;9.34;!33;12.35;DEFAULT_VEHTYPE;0.00;481.72;323.82
74.00;0.00;2318.88;0.05;0.72;0.01;178.45;HBEFA3/PC_G_EU4;0.00;739.63;35;24254277#8_0;63.92;7.30;!35;12.91;DEFAULT_VEHTYPE;0.00;481.83;346.53
74.00;0.00;0.00;0.00;0.00;0.00;156.56;HBEFA3/PC_G_EU4;0.00;0.00;41;:572666_0_0;62.36;5.68;!41;13.17;DEFAULT_VEHTYPE;0.00;464.09;428.17
74.00;0.00;0.00;0.00;0.00;0.00;156.92;HBEFA3/PC_G_EU4;0.00;0.00;44;24254277#3_0;63.28;7.85;!44;13.13;DEFAULT_VEHTYPE;0.00;454.00;452.39
74.00;0.00;0.00;0.00;0.00;0.00;155.09;HBEFA3/PC_G_EU4;0.00;0.00;45;24254277#2_0;63.16;65.50;!45;12.93;DEFAULT_VEHTYPE;0.00;444.39;473.58
74.00;0.00;0.00;0.00;0.00;0.00;148.86;HBEFA3/PC_G_EU4;0.00;0.00;47;24254277#2_0;62.08;21.61;!47;11.50;DEFAULT_VEHTYPE;0.00;423.13;511.93
75.00;0.00;0.00;0.00;0.00;0.00;194.14;HBEFA3/PC_G_EU4;0.00;0.00;26;766761483#4_0;62.22;64.12;!26;12.42;DEFAULT_VEHTYPE;0.00;445.60;152.90
75.00;7.56;1980.69;0.08;0.61;0.01;186.56;HBEFA3/PC_G_EU4;0.00;631.77;28;24254277#11_0;62.35;4.88;!28;11.01;DEFAULT_VEHTYPE;0.00;473.86;281.33
75.00;0.00;0.00;0.00;0.00;0.00;203.31;HBEFA3/PC_G_EU4;0.00;0.00;31;766761483#4_0;61.60;127.45;!31;12.22;DEFAULT_VEHTYPE;0.00;425.07;93.18
75.00;25.40;3495.74;0.20;1.28;0.04;188.38;HBEFA3/PC_G_EU4;0.00;1114.99;33;24254277#9_0;64.76;22.08;!33;12.73;DEFAULT_VEHTYPE;0.00;480.12;311.20
75.00;0.00;2075.27;0.02;0.61;0.01;180.08;HBEFA3/PC_G_EU4;0.00;661.93;35;:300163116_0_0;63.71;4.58;!35;12.85;DEFAULT_VEHTYPE;0.00;482.03;333.68
75.00;66.05;5909.25;0.44;2.38;0.10;155.34;HBEFA3/PC_G_EU4;0.00;1884.77;41;:672944232_0_0;67.43;0.23;!41;14.13;DEFAULT_VEHTYPE;0.00;469.97;415.32
75.00;21.96;3576.91;0.18;1.30;0.04;157.59;HBEFA3/PC_G_EU4;0.00;1140.87;44;24254277#3_0;65.22;21.34;!44;13.49;DEFAULT_VEHTYPE;0.00;459.14;439.92
75.00;0.00;1893.12;0.00;0.52;0.00;155.65;HBEFA3/PC_G_EU4;0.00;603.83;45;24254277#2_0;63.56;78.33;!45;12.83;DEFAULT_VEHTYPE;0.00;449.75;461.92
75.00;0.00;1693.02;0.03;0.46;0.00;149.58;HBEFA3/PC_G_EU4;0.00;540.02;47;24254277#2_0;62.34;32.96;!47;11.34;DEFAULT_VEHTYPE;0.00;428.87;502.14
76.00;0.00;1818.20;0.01;0.50;0.00;194.14;HBEFA3/PC_G_EU4;0.00;579.94;26;766761483#4_0;63.13;76.41;!26;12.29;DEFAULT_VEHTYPE;0.00;442.59;140.98
76.00;0.00;0.00;0.00;0.00;0.00;185.85;HBEFA3/PC_G_EU4;0.00;0.00;28;766761483#1_0;61.18;1.13;!28;10.61;DEFAULT_VEHTYPE;0.00;472.76;270.89
76.00;0.00;1944.26;0.03;0.56;0.00;203.31;HBEFA3/PC_G_EU4;0.00;620.15;31;766761483#4_0;63.12;139.59;!31;12.14;DEFAULT_VEHTYPE;0.00;420.27;82.03
76.00;0.00;1579.49;0.00;0.38;0.00;194.33;HBEFA3/PC_G_EU4;0.00;503.80;33;24254277#10_0;63.13;6.58;!33;12.53;DEFAULT_VEHTYPE;0.00;477.36;298.99
76.00;0.00;1637.44;0.00;0.40;0.00;182.51;HBEFA3/PC_G_EU4;0.00;522.29;35;24254277#9_0;63.27;12.15;!35;12.67;DEFAULT_VEHTYPE;0.00;481.57;321.02
76.00;0.00;0.00;0.00;0.00;0.00;155.79;HBEFA3/PC_G_EU4;0.00;0.00;41;:572667_0_0;62.29;0.59;!41;13.19;DEFAULT_VEHTYPE;0.00;475.39;403.30
76.00;0.00;0.00;0.00;0.00;0.00;156.56;HBEFA3/PC_G_EU4;0.00;0.00;44;:572666_0_0;61.07;5.18;!44;12.24;DEFAULT_VEHTYPE;0.00;463.89;428.63
76.00;55.69;5265.80;0.38;2.09;0.09;157.59;HBEFA3/PC_G_EU4;0.00;1679.54;45;24254277#3_0;66.71;11.06;!45;13.66;DEFAULT_VEHTYPE;0.00;455.22;449.41
